,importance
Herpes zoster vaccination,0.2832365906625498
Zostavax vaccine powder and solvent for suspension for in...,0.283142075235693
Chesty cough,0.28044207007396316
Accrete D3 tablets (Internis Pharmaceuticals Ltd),0.280430274023719
Suspected diabetes mellitus,0.2799136113410498
Dry cough,0.2799136113410498
Sustanon 250mg/1ml solution for injection ampoules (Aspen Pharma Trading Ltd),0.2784381960043765
Advice to patient - subject,0.2784381960043765
Pulse oximetry,0.27836476362387863
Dutasteride 500microgram capsules,0.2779853692168909
Timodine cream (Alliance Pharmaceuticals Ltd),0.27702107712637297
Acute cholecystitis,0.2766177209646046
Out of hours non practice note,0.2766177209646046
Diclofenac 100mg suppositories,0.2762330906428894
"Osteoporosis, unspecified",0.2762330906428894
NHS Health Check declined,0.2762330906428894
Cardiovascular disease risk assessment declined,0.2762330906428894
Moderate smoker - 10-19 cigs/d,0.27520687454033643
Hydromol ointment (Alliance Pharmaceuticals Ltd),0.2744375083384002
Terbutaline 500micrograms/dose dry powder inhaler,0.2744375083384002
Blood withdrawal for testing,0.2744375083384002
Zolmitriptan 2.5mg tablets,0.2744375083384002
Health ed. - breast exam.,0.2744375083384002
Advice about weight,0.2739045274388754
Choose and book electronic referral letter sent,0.2730280391013177
Ibuprofen 10% gel,0.2726275435905646
Urine dipstick leucocytes positive,0.2725593830910551
Propranolol 160mg modified-release capsules,0.27090683671701016
ECG:left ventricle hypertrophy,0.2706858276182587
Tildiem Retard 120mg tablets (Sanofi),0.2706858276182587
Spasmodic torticollis,0.2705892541537149
Etoricoxib 60mg tablets,0.2705892541537149
Bisphosphonates not indicated,0.2705892541537149
FVC after bronchodilation,0.26986977663594924
FEV1 after bronchodilation,0.26986977663594924
FEV1/FVC ratio after bronchodilator,0.26986977663594924
Asthma never causes daytime symptoms,0.2688859791881429
Did not attend - no reason,0.26691689479074887
MSG:Refer to hospital OPD,0.26640047591319727
Nifedipine 10mg modified-release capsules,0.26430680608688945
Betamethasone 0.1% foam,0.2625994994453373
Cardicor 1.25mg tablets (Merck Serono Ltd),0.2625994994453373
Pityriasis capitis - dandruff,0.2625994994453373
OxyContin 20mg modified-release tablets (Napp Pharmaceuti...,0.2610639873843945
CHD monitoring,0.2607120742549667
Cefalexin 250mg capsules,0.26029300883584966
Blood pressure recorded by patient at home,0.2601770306618297
Golfer's elbow,0.2598469620013353
Does not have a carer,0.2597850914573705
Discussion about procedure,0.25837047566994353
Consent given for minor surgery procedure,0.25837047566994353
Hypertension annual review,0.2564886613675422
Nitrazepam 5mg tablets,0.25519293023640854
Stroke/transient ischaemic attack monitoring first letter,0.2547335076025723
Hypertension screen admin.,0.2543202954950638
Felodipine 2.5mg modified-release tablets,0.2532797858804192
Co-amoxiclav 500mg/125mg tablets,0.25268549477541924
O/E - pulse rate,0.25045774936474996
Folliculitis,0.25026072208989913
Alfuzosin 10mg modified-release tablets,0.25026072208989913
Telmisartan 20mg tablets,0.24955823023629353
Genital prolapse,0.2493583183631858
Ataxia,0.24929075403802334
[D]Headache,0.24929075403802334
Discharge summary report,0.24745266899434393
Full consent for immunisation,0.24672840044301048
Minor head injury,0.24655198851806245
Clinitas Carbomer 0.2% eye gel (Altacor Ltd),0.24630860802742316
Motifene 75mg modified-release capsules (Daiichi Sankyo UK Ltd),0.24623711626297778
Piriformis syndrome,0.24524971417383074
ECG,0.2438037726341341
Peak expiratory flow rate measured using EN 13826 device,0.2437090503302234
Ipratropium bromide 20micrograms/dose inhaler CFC free,0.24262332986897073
Flu like illness,0.2415006283676509
Aceclofenac 100mg tablets,0.24096201373178594
Alcohol consumption,0.2403190262434466
Failed encounter,0.23938094610080207
Erythroped A 500mg tablets (AMCo),0.23934466858158868
Asthma control test,0.23889888225092273
O/E - Vibration sense of right foot normal,0.238441819159923
Chronic disease annual review,0.2381441607260386
Generalised arthritis,0.23711259879257274
Asthma limiting activities,0.23711259879257274
Excepted from diabetes quality indicators: Informed dissent,0.2370967690272461
Computer summary updated,0.23683874478009082
Betnovate 0.1% ointment (GlaxoSmithKline UK Ltd),0.2363658306571128
OOH report,0.23556081203238544
Naproxen 250mg gastro-resistant tablets,0.23243751323053663
Olanzapine 5mg tablets,0.22993900210733664
Alcohol AUDIT score,0.22960240190948136
Consent given for seasonal influenza vaccination,0.22908071495026644
Lentigo,0.22886082078434064
Clenil Modulite 100micrograms/dose inhaler (Chiesi Ltd),0.22774578245573834
Minor surgery done - injection,0.2270813186501227
NHS Health Check completed,0.22463613848054265
Atorvastatin 40mg tablets,0.22366095995476165
Colchicine 500microgram tablets,0.22124671990454692
Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler,0.21971870524744164
Interpreter not needed,0.219135991427247
Under care of diabetic foot screener,0.21845056550854347
Zerocream (Thornton & Ross Ltd),0.21726493078469816
Medication requested,0.21726337240578308
Patient reviewed,0.21683146072127146
Back pain without radiation NOS,0.21639755018385232
Dioralyte oral powder sachets blackcurrant (Sanofi),0.21600366777796293
Sumatriptan 50mg tablets,0.21584091126820115
Senna 7.5mg/5ml oral solution sugar free,0.215721641815177
Cancer information offered,0.2117988048627969
Sodium clodronate 800mg tablets,0.21039199001292722
Pramipexole 180microgram tablets,0.21039199001292722
Agreeing on patient actions in care plan,0.2102165169096463
General Practice Physical Activity Questionnaire declined,0.2102165169096463
Morphine 15mg modified-release tablets,0.2102165169096463
Salofalk 1.5g gastro-resistant modified-release granules ...,0.21021454486059535
Fybogel Mebeverine effervescent granules sachets orange (...,0.21021454486059535
New medication commenced,0.2093730627300393
Atorvastatin 20mg tablets,0.20913855475765453
Anoro Ellipta 55micrograms/dose / 22micrograms/dose dry p...,0.20804285764335223
Laxido Orange oral powder sachets sugar free (Galen Ltd),0.20789503481451121
CosmoCol Lemon and Lime Flavour oral powder sachets (Stir...,0.20738538918378446
Seen in general surgery clinic,0.20716530388651644
Indapamide 1.5mg modified-release tablets,0.20700417449597186
Palpitations,0.20625960179660618
Peak flow rate before bronchodilation,0.2061275060401819
Leg ulcer NOS,0.20535911689001818
Aquacel dressing 5cm x 5cm square (ConvaTec Ltd),0.20535911689001818
Lidocaine 20mg/2ml (1%) solution for injection ampoules,0.20497078837039728
Foot Review,0.2042348892412157
Asthma never disturbs sleep,0.2023111513604452
Calf pain,0.20154679312767515
Vagisil 2% medicated cream (Combe International Ltd),0.20150599152289686
Pethidine 50mg tablets,0.20150599152289686
HydroSil Silicone Hydrophilic Personal catheter female 12...,0.20150599152289686
Tolterodine 2mg modified-release capsules,0.20150599152289686
Evorel 50 patches (Janssen-Cilag Ltd),0.20150599152289686
Sodium picosulfate 5mg/5ml oral solution sugar free,0.20150599152289686
Atrial fibrillation annual review,0.20076974826052113
Seen in radiology department,0.20068989748873153
Champix 1mg tablets (Pfizer Ltd),0.19995643394578486
Anusol cream (Church & Dwight UK Ltd),0.19990643551059295
Acute exacerbation of chronic obstructive airways disease,0.19925413409944598
Transtec 52.5micrograms/hour transdermal patches (Napp Ph...,0.19922903959139687
Seen in immunology clinic,0.19922903959139687
Peristeen anal irrigation system accessory unit 29122 (Co...,0.19922903959139687
SpeediCath Compact catheter male one size (12-18Ch) 28692...,0.19922903959139687
Removed from waiting list,0.19922903959139687
Flare of rheumatoid arthritis,0.197150022908079
Chronic disease - general NOS,0.19690839367443852
Asthma causes daytime symptoms 1 to 2 times per week,0.19606751055978133
Provision of NHS Scotland Medicine Sick Day Rules card,0.1952731704188452
Wound observation,0.19461904673410246
GPPAQ physical activity index: moderately active,0.19377842924964436
Olecranon bursitis,0.19256815652595438
Alcohol intake,0.1920648763484307
Tabphyn MR 400microgram capsules (ProStrakan Ltd),0.19033762364004214
Glyceryl trinitrate 300microgram sublingual tablets,0.19002165962058842
"Pelican Select convex ileostomy bag with filter, standard...",0.18990868576860287
SpeediCath Compact catheter female 12Ch 28582 (Coloplast Ltd),0.18983424186446107
Ex-smoker - amount unknown,0.18972107370666497
O/E - nose crusting,0.1886405899663035
Ispaghula Husk Sachets Sugar Free (Orange) 3.5 grams/sachet,0.18812161263981794
Estradiol 0.06% gel (750microgram per actuation),0.18812161263981794
Diabetic dietary review,0.18806849988538354
Amoxicillin 500mg capsules,0.18689664066507505
Pain in sinuses,0.18678334927742868
Prednisolone 20mg/application foam enema,0.18678334927742868
Erythromycin 250mg gastro-resistant tablets,0.18678334927742868
Hearing normal,0.18631930643638753
Sitting systolic blood pressure,0.18631930643638753
Geriatric annual health check,0.18631930643638753
Vision adequate with aid,0.18631930643638753
Clopidogrel prophylaxis,0.18631930643638753
Sleeping pattern,0.18631930643638753
"Independant housing, not alone",0.18631930643638753
Stairs in house,0.18631930643638753
Weber type C fracture,0.18631930643638753
Mobile outside with aid,0.18631930643638753
Vision normal subjectively,0.18631930643638753
Sitting diastolic blood pressure,0.18631930643638753
Metformin 1g modified-release tablets,0.18585029011481724
Naprosyn EC 500mg tablets (Atnahs Pharma UK Ltd),0.18417649179681855
Allevyn Gentle Border dressing 7.5cm x 7.5cm (Smith & Nep...,0.18417649179681855
Allevyn Adhesive dressing 7.5cm x 7.5cm square (Smith & N...,0.18417649179681855
Rewisca 150mg capsules (Consilient Health Ltd),0.18417649179681855
Pain in buttock,0.18343427497040543
Salazopyrin EN-Tabs 500mg (Pfizer Ltd),0.182970375009612
Pakistani or British Pakistani - ethnic category 2001 census,0.180488816524801
Church of England,0.180488816524801
Born in Pakistan,0.180488816524801
Main spoken language Urdu,0.180488816524801
FH: MI- Myocardial infarct <60,0.180488816524801
Bisexual,0.180488816524801
FH: Hypertension,0.180488816524801
O/E - tactile sensation normal,0.1798974884838301
Bronchopneumonia due to unspecified organism,0.1798974884838301
O/E - foot,0.1798974884838301
Valsartan 160mg capsules,0.17968044469613542
Meniere's disease,0.1789916866596412
O/E - tympanic temperature,0.1786850165952656
Aspirin 75mg gastro-resistant tablets,0.17779116828999741
Tramadol 50mg capsules,0.17731119988271393
Duloxetine 60mg gastro-resistant capsules,0.17590777170011368
Asthma daytime symptoms,0.17583031087917322
Metrogel 0.75% gel (Galderma (UK) Ltd),0.17488128117628488
Injection given,0.17461112219680142
Inhaler technique - good,0.17418119213781014
Hypromellose 0.5% eye drops,0.17379755904331376
Adcal-D3 750mg/200unit caplets (Kyowa Kirin Ltd),0.1732493794000629
Humulin I KwikPen 100units/ml suspension for injection 3m...,0.17271373350011585
GlucoMen areo Sensor testing strips (A Menarini Diagnosti...,0.17271373350011585
Omnican Lance Soft lancets 0.3mm/30gauge (B.Braun Medical...,0.17271373350011585
Patient on maximal tolerated lipid lowering therapy,0.17267894676321627
Warfarin 3mg tablets,0.17261402335692758
FP/MS - minor surgery claim,0.17243264466997688
Geriatric screening,0.1720264923679797
Primary prevention of cardiovascular disease,0.1720264923679797
Carpal tunnel syndrome,0.17190054771433372
Tizanidine 4mg tablets,0.17143802592367374
Buprenorphine 5micrograms/hour transdermal patches,0.16983260019741453
Advice about foot care,0.16951212596778037
Diabetic - good control,0.16951212596778037
Urine screen normal,0.16951212596778037
Provsn written information about diabetes & high cholesterol,0.16951212596778037
Understands diet - diabetes,0.16951212596778037
Body mass index index 25-29 - overweight,0.16951212596778037
Diabetic diet - good compliance,0.16951212596778037
Referral to memory clinic,0.16896577965527187
Trosyl 283mg/ml nail solution (Pfizer Ltd),0.1686610805830301
Advised to contact surgery for test result,0.16729671354425357
[X]Assault,0.16690837828836524
Osteoarthritis and allied disorders,0.16528306142838178
[V]Explanation of medication,0.1642655872030592
Flexitol Heel Balm (Thornton & Ross Ltd),0.16371706609443779
Erdosteine 300mg capsules,0.16350679785672012
Adcal-D3 Dissolve 1500mg/400unit effervescent tablets (Ky...,0.16345784237356342
Asthma not disturbing sleep,0.16272412703721462
Paracetamol 500mg soluble tablets,0.16204817221255513
Cystitis,0.1616736241898158
Follow-up diabetic assessment,0.1616736241898158
Elocon 0.1% ointment (Merck Sharp & Dohme Ltd),0.16097264335416456
Dermovate 0.05% ointment (GlaxoSmithKline UK Ltd),0.16097264335416456
Incision biopsy of skin,0.16097264335416456
Venostasis retinopathy,0.15762345822915366
Opticrom Aqueous 2% eye drops (Sanofi),0.1569882963423857
Apixaban 2.5mg tablets,0.1563144511786433
Saliveze mouth spray (Wyvern Medical Ltd),0.15555669278148918
[D]Malaise,0.15545149120178792
Vulnerable adult,0.15545149120178792
Vitamin B compound strong tablets,0.15540281274071072
Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets,0.15490544978767273
Ebixa 20mg tablets (Lundbeck Ltd),0.15229598998067656
Hydrocortisone 10mg tablets,0.15229598998067656
Refer for ultrasound investign,0.1504983969222502
BCSP faecal occult blood testing incomplete participation,0.14848073534417897
Xailin Night eye ointment preservative free (Nicox Pharma),0.14796008961308185
Fexofenadine 30mg tablets,0.14594988246214735
Seen in liver clinic,0.14594988246214735
Tamoxifen 20mg tablets,0.14514762726089225
Referral to tissue viability service,0.14439288630785363
Referral to tissue viability nurse specialist,0.14439288630785363
Oilatum Plus bath additive (GlaxoSmithKline Consumer Healthcare),0.14439288630785363
Glytrin 400micrograms/dose aerosol sublingual spray (Aspi...,0.14382990277085672
Failed encounter - message left on answer machine,0.143349797402262
Primary mesh repair of inguinal hernia,0.14066895453148656
Solaraze 3% gel (Almirall Ltd),0.14015590485129098
Test strip urinalysis,0.13997944864095735
Zolmitriptan 5mg/0.1ml nasal spray unit dose,0.13997944864095735
Alcohol Use Disorders Identification Test declined,0.13997944864095735
Codeine 15mg/5ml linctus,0.13915262896560887
Magnetic resonance imaging of lumbar spine,0.1389937453131651
OxyNorm 10mg capsules (Napp Pharmaceuticals Ltd),0.13873737403610417
Clindamycin 150mg capsules,0.1385740210736363
Dansac GX-tra Seals 725-30/30 30mm (Dansac Ltd),0.1385740210736363
Memantine 20mg tablets,0.13721200927485344
Zemtard 120 XL capsules (Galen Ltd),0.13721200927485344
Easyhaler Salbutamol sulfate 100micrograms/dose dry powde...,0.1368747438354041
O/E - vibration sense left foot reduced,0.13628468099820323
Health ed. - alcohol,0.13465610726887098
Letter encounter to patient,0.13308822913743779
Consent given for herpes zoster vaccination,0.1330169504227078
Skin symptoms,0.1329981739328079
Sildenafil 25mg tablets,0.1329981739328079
Pramipexole 350microgram tablets,0.1315158022343894
Rotator cuff complete rupture,0.1315158022343894
24 hr blood pressure monitoring,0.13115896557445847
Finacea 15% gel (Bayer Plc),0.13104243308298683
"Closed fracture distal phalanx, toe",0.13104243308298683
MSG:Has watering eyes,0.13104243308298683
Gaviscon Advance oral suspension aniseed (Reckitt Benckiser Healthcare (UK) Ltd),0.1303098580492904
Fracture of pubis,0.1303098580492904
Contour TS testing strips (Bayer Diagnostics Manufacturing Ltd),0.1303098580492904
Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pen (Novo Nordisk Ltd),0.1303098580492904
Contour testing strips (Bayer Diagnostics Manufacturing Ltd),0.1303098580492904
Fybogel 3.5g effervescent granules sachets plain SF (Foru...,0.12839942260616188
O/E - loss of consciousness,0.12820576581882892
FastClix lancets 0.3mm/30gauge (Roche Diabetes Care Ltd),0.12786464729289335
Digoxin 125microgram tablets,0.1270959089322237
Hypertension six month review,0.12636733029193722
Nasonex 50micrograms/dose nasal spray (Merck Sharp & Dohme Ltd),0.12623053063652973
Asthma not limiting activities,0.12497353808356929
Letter sent to consultant,0.12238501190467152
Perindopril erbumine 4mg tablets,0.12185383118004056
Bowel cancer screening programme: faecal occult blood result,0.12180538643216443
At risk of osteoporosis,0.121279176610285
Chronic depression,0.12111963109828794
Referral to smoking cessation service,0.12111963109828794
Diabetic foot examination declined,0.12071657223802124
Onychomycosis,0.12014181884470654
White coat hypertension,0.1200211258105387
MRC Breathlessness Scale: grade 2,0.11936593343631063
Diabetic retinopathy screening,0.11925474527139393
Third party consultation,0.11913936508439808
Diamicron 80mg tablets (Servier Laboratories Ltd),0.11909215072463872
Dementia screening declined,0.11777156773529168
Choroidal neovascular membrane,0.11682673671430993
Pathological myopia,0.11682673671430993
Gliclazide 80mg tablets,0.11676851601763139
Test Request : Liver Function Tests*,0.11566351791056306
Depo-Medrone 40mg/1ml suspension for injection vials (Pfi...,0.11551748243567017
Spiriva Respimat 2.5micrograms/dose solution for inhalati...,0.11507517375983867
Trospium chloride 60mg modified-release capsules,0.113991194110158
Quinine sulfate 300mg tablets,0.11346532052156455
Ramipril 10mg tablets,0.11291523179201923
Simvastatin 20mg tablets,0.11249232823192001
FEV1/FVC ratio,0.11216533989460281
Co-codamol 30mg/500mg caplets (A A H Pharmaceuticals Ltd),0.11168787748972897
Plain X-ray shoulder joint,0.11120394428102033
Forced vital capacity - FVC,0.11041186776778067
Sterimar 31.8% isotonic nasal spray (Church & Dwight UK Ltd),0.11010337598805076
Hearing difficulty,0.10947265665640504
Metformin 500mg modified-release tablets,0.10917556273837148
Ventolin 200micrograms/dose Accuhaler (GlaxoSmithKline UK...,0.10897859570534119
Refer for ECG recording,0.10819693021883502
Tramadol 50mg modified-release tablets,0.10815366740372179
Aymes Complete liquid strawberry (Aymes International Ltd),0.10815366740372179
Seen in dietician clinic,0.10815366740372179
Adult safeguarding concern,0.10815366740372179
Letter from outside agency,0.10815366740372179
Aymes Complete liquid banana (Aymes International Ltd),0.10815366740372179
Cardiological referral,0.10794407843947443
Zapain 30mg/500mg tablets (AMCo),0.10778331443186762
Aspirin 75mg dispersible tablets,0.10711587861555794
Dental abscess,0.10435528553078365
Diprobase cream (Bayer Plc),0.1041417423476586
Bruising symptom,0.10362434116695361
MSG:ENT referral,0.10360814481241992
FI - Frailty Index,0.10359772842278125
Alcohol leaflet given,0.10288041931225719
Adipine XL 30mg tablets (Chiesi Ltd),0.10288041931225719
Erythematous conditions,0.10277976123834522
Pentasa 2g modified-release granules sachets (Ferring Pha...,0.10277976123834522
Lercanidipine 20mg tablets,0.10220334175116141
Qvar 50 inhaler (Teva UK Ltd),0.10011767315476947
Seen by breast surgeon,0.10010968039428526
MSG:Osteoporosis,0.10010968039428526
MSG:Referral to breast surgeon,0.10010968039428526
Dosulepin 75mg tablets,0.09963193265166803
Promazine 50mg/5ml oral solution,0.09963193265166803
Dovobet gel (LEO Pharma),0.09962068073713282
Hypertensive disease,0.09909302461318348
Polyuria,0.09848108579303103
Blood in urine - haematuria,0.09848108579303103
Postmenopausal bleeding,0.09848108579303103
Symptom severe,0.09848108579303103
Has pins and needles,0.0982290731219338
Tafluprost 15micrograms/ml eye drops 0.3ml unit dose pres...,0.0982290731219338
MSG:Neurosurgical referral,0.0982290731219338
Depression interim review,0.09776967215052373
[D]Rash and other nonspecific skin eruption NOS,0.09776967215052373
[X]Depressive episode,0.09776967215052373
Referral by district nurse,0.09776967215052373
Miconazole 2% cream,0.09776967215052373
Takes inadequate exercise,0.09597075064208441
Hydromol 2.5% cream (Alliance Pharmaceuticals Ltd),0.09423564146738617
Voltarol 12 Hour Emulgel P 2.32% gel (GlaxoSmithKline Consumer Healthcare),0.09354429363858463
Investigation result,0.09354429363858463
Next appointment,0.09306141342892404
Health ed. - diet,0.09232907001039793
Dehydration,0.09228621438062967
O/E - no nystagmus,0.09228621438062967
ENT examination - NAD,0.09228621438062967
O/E - coordination normal,0.09228621438062967
[D]Light-headedness,0.09228621438062967
O/E - cranial nerves,0.09228621438062967
O/E - BP reading: no postural drop,0.09228621438062967
Letter from consultant,0.09215068071195187
"Back pain, unspecified",0.0921192506374332
Medication review due,0.09058260218807401
Adalat LA 20 tablets (Bayer Plc),0.08784544627600566
Cellulitis of leg,0.08782998790351487
Irbesartan 150mg tablets,0.08764461059329606
O/E - retina normal,0.08727900073744665
FH: Stroke,0.08628089492713031
Treatment plan,0.08628089492713031
No FH: Hypertension,0.08628089492713031
No FH: Ischaemic heart disease,0.08628089492713031
Developing a treatment plan,0.08628089492713031
No significant family history of diabetes,0.08628089492713031
Urgent referral,0.0858736046356795
Informed consent for procedure,0.08457011829496641
Ethnic category - 2001 census,0.08161375307224597
Calcichew D3 Forte chewable tablets (Takeda UK Ltd),0.08069482571951425
MSG:Referral to diabetes structured education programme,0.07661907147737346
Prescription collected by neighbour,0.0761831187463411
Flucloxacillin 500mg capsules,0.07188574963215699
Indometacin 50mg capsules,0.07165605964996247
Diabetes monitor.verbal invite,0.07084250631019995
Pregabalin 75mg capsules,0.06674810200747541
Pulmonary rehabilitation declined,0.06596966907091734
Systane Gel eye drops (Alcon Laboratories (UK) Ltd),0.06594147536125372
Levothyroxine sodium 50microgram tablets,0.06476525898501795
Predicted peak expiratory flow rate using EN 13826 standard,0.06470251269275715
Consent given for blood test,0.06419160530879406
O/E - Right diabetic foot at high risk,0.06339616005174645
Instillagel gel (CliniMed Ltd),0.06298173200656618
ProSys non-drainable night drainage bag P2 2litre (CliniS...,0.06298173200656618
"Simpla Plus sterile leg bag 21572 500ml bag, 25cm tube (C...",0.06298173200656618
Chronic kidney disease stage 1,0.05967784593229505
O/E - Vibration sense of left foot normal,0.05943282636488753
Asthma monitoring,0.05938289440793447
MRC Breathlessness Scale: grade 3,0.059369792470825244
Telmisartan 40mg tablets,0.05804290732832951
Chr dis monitor - 1st recall,0.057052638234766695
Has authorisation for medication under PSD,0.056299768340674294
Asthma management plan given,0.05601987599855174
Dry eyes,0.056012599072928104
Arthrotec 75 gastro-resistant tablets (Pfizer Ltd),0.05493389194583147
Therapeutic prescription,0.05493389194583147
Co-proxamol 32.5mg/325mg tablets,0.05493389194583147
"Pro D3 1,000unit capsules (Synergy Biologics Ltd)",0.05492604854617336
Outbound referral,0.05492604854617336
Allevyn Adhesive dressing 7.5cm x 7.5cm square (Smith & Nephew Healthcare Ltd),0.05492604854617336
Mupirocin 2% cream,0.05492604854617336
Ramipril 1.25mg capsules,0.05450513600953488
Glycopyrronium bromide 1mg tablets,0.053608925516179906
Administration,0.05234992137138869
Lloyd George record received,0.05206631354333874
Felodipine 5mg modified-release tablets,0.05170792230700905
Did not attend abdominal aortic aneurysm screening,0.05121577031863999
Referral to NHS Diabetes Prevention Programme declined,0.0505562204090931
Referral for impaired glucose tolerance management offered,0.0505562204090931
Minor surgery done,0.05030683125273119
Consent for operation given,0.05030683125273119
Introduction of supporting pessary into vagina,0.049621042279789696
Other referral,0.04884122766001925
BuTrans 10micrograms/hour transdermal patches (Napp Pharm...,0.04859778805246823
Pizotifen 500microgram tablets,0.0485717802331439
Accident & emergency,0.048074294441113996
Cyanocobalamin 50microgram tablets,0.047589724479390916
Alogliptin 12.5mg tablets,0.04746264247037835
Tiotropium bromide 18microgram inhalation powder capsules with device,0.04590128480097638
Hydrocortisone 0.5% cream,0.045028577193593544
Ditropan 5mg tablets (Sanofi),0.04481326019050788
Influenza imm.advised in surg.,0.041814879106492925
COPD self-management plan given,0.03981234613159085
Acute sinusitis,0.036106179294132845
Avanafil 200mg tablets,0.03610617929413282
Morphine sulfate 10mg/5ml oral solution,0.035717774821159815
Palliative medicine,0.035717774821159815
Statin prophylaxis,0.03435372064598907
Abdominal aortic aneurysm screening declined,0.03416675457952984
Prov of info about abdo aortic aneurysm screening programme,0.03416675457952984
Rivastigmine 1.5mg capsules,0.033189761183956286
Stalevo 100mg/25mg/200mg tablets (Orion Pharma (UK) Ltd),0.033189761183956286
Magnetic resonance imaging of brain,0.03289615302795265
Transient ischaemic attack,0.03227515594953895
Dorzolamide 2% / Timolol 0.5% eye drops,0.030633853328266847
Difflam Oral Rinse 0.15% solution (Meda Pharmaceuticals Ltd),0.03028791276792654
Lesion,0.03028791276792654
[M]Squamous cell carcinoma NOS,0.03028791276792654
O/E - visual acuity L-eye,0.030120508632028642
O/E - visual acuity R-eye,0.030120508632028642
Hip pain,0.02961541784130528
Adalat LA 60mg tablets (Bayer Plc),0.029507037293191152
MSG:Dermatological referral,0.029343536555323624
O/E - L.leg pulses all present,0.028992423744703677
O/E -R.-leg pulses all present,0.028992423744703677
Azopt 10mg/ml eye drops (Alcon Laboratories (UK) Ltd),0.0287378635216477
Diet good,0.02819681384524797
Fexofenadine 180mg tablets,0.026669306159766593
Lyrica 75mg capsules (Pfizer Ltd),0.025254285815598604
Chronic kidney disease monitoring administration,0.024570958511400513
Retired,0.024450724031106562
Seen by podiatrist,0.023563556981118117
Allevyn Gentle dressing 10cm x 10cm (Smith & Nephew Healt...,0.022205839979199626
Sytron oral solution (Forum Health Products Ltd),0.022205839979199626
Doublebase gel (Dermal Laboratories Ltd),0.02108707733858539
Clobetasol 0.05% ointment,0.019572871902060363
Naseptin nasal cream (Alliance Pharmaceuticals Ltd),0.019571850823079107
Oxycodone 10mg modified-release tablets,0.01881288426392841
Tadalafil 20mg tablets,0.017916322430565568
Failed encounter - SMS text message delivery failure,0.016933296735405445
Seen in rheumatology clinic,0.01572335098015354
Thumb pain,0.015722633416273578
BCSP faecal occult blood test normal,0.01416171524480525
Religion,0.01353647617058305
New reg.check done + claimable,0.01353647617058305
Widowed,0.010914247860523514
Unknown read term,0.010914247860523514
Impaired mobility,0.010914247860523514
H/O: rheumatoid arthritis,0.010914247860523514
"Religion, none",0.010914247860523514
H/O: arthritis,0.010914247860523514
Questionnaire letter,0.010914247860523514
H/O: glaucoma,0.010914247860523514
Mobility poor,0.010914247860523514
BP Diastolic,0.010858762419983264
BP Systolic,0.010858762419983264
Health ed. - exercise,0.010599885122197852
MSG:Referral for DXA scan of hip and spine,0.010275556745109521
COPD self-management plan agreed,0.009893955434284452
Skin tag,0.008619157065664962
FEV1/FVC percent,0.007804145840749843
Hydrocortisone 1% cream,0.007708751216728205
Shingles vaccination invitation,0.006470169901739986
Refer to district nurse,0.005425560675539959
Calcipotriol 50micrograms/g / Betamethasone dipropionate 500micrograms/g foam,0.005425560675539959
Nail deformity,0.005425560675539959
Vitamin B12 deficiency,0.005425560675539959
"Hux D3 20,000unit capsules (Huxley Europe Ltd)",0.005425560675539959
Bezalip Mono 400mg modified-release tablets (Teva UK Ltd),0.005341640622268606
Seen in colorectal clinic,0.004457617003783221
Propranolol 10mg tablets,0.003615943151736717
Lactulose 3.1-3.7g/5ml oral solution,0.003439813026342331
Hyoscine butylbromide 10mg tablets,0.0029892641083482108
Lichenoid keratosis,0.0029205187021965617
Bouchards' nodes,0.0029205187021965617
Injection of steroid into trochanteric bursa,0.0029205187021965617
Xray Wrist Left,0.0009047896841264391
Cervicalgia - pain in neck,0.00013378441769451577
Malignant neoplasm of body of stomach,0.0
DNA - Did not attend COPD clinic,0.0
Follow-up orthopaedic assessment,0.0
Spironolactone 50mg tablets,0.0
H/O: hip fracture,0.0
Clonic hemifacial spasm,0.0
Promethazine hydrochloride 25mg tablets,0.0
Dosulepin 25mg capsules,0.0
Cabergoline 500microgram tablets,0.0
Fostair 200micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd),0.0
New patient screen,0.0
Topiramate 25mg tablets,0.0
Administrators - top,0.0
H/O: Clostridium difficile infection,0.0
Test request : Fasting blood lipids,0.0
C/O - a chest wall symptom,0.0
Repeat prescription reviewed by pharmacist,0.0
Seen by dietician,0.0
O/E - R.femoral pulse present,0.0
Alcohol units per week,0.0
[D]Loss of voice,0.0
Indigestion symptoms,0.0
Trigeminal neuralgia NOS,0.0
Indoramin 20mg tablets,0.0
Degeneration of lumbar spine,0.0
Fragility fracture,0.0
O/E - Vibration sense of right foot absent,0.0
Subcutaneous injection,0.0
Chronic long term disease management required,0.0
Fluvoxamine 50mg tablets,0.0
Empagliflozin 25mg tablets,0.0
Hypertension resolved,0.0
Acute eczematoid otitis extern,0.0
Productive cough NOS,0.0
Carer aware of prognosis,0.0
Patient asked to make an appointment,0.0
Alimemazine 10mg tablets,0.0
Multiple long term conditions,0.0
History of road traffic accident,0.0
Doxadura XL 4mg tablets (Discovery Pharmaceuticals),0.0
Shoulder joint painful on movement,0.0
ECG normal,0.0
Consent status,0.0
Under care of dietitian,0.0
History of nose bleed,0.0
