,importance
Pain in leg,0.31831394650385636
Amlodipine 5mg tablets,0.31791653648292123
Betamethasone valerate 0.1% ointment,0.3151989824076804
Rifaximin 550mg tablets,0.3140983279561711
Pentoxifylline 400mg modified-release tablets,0.3140983279561711
Clostridium difficile infection,0.3140983279561711
Vancomycin 125mg capsules,0.3140983279561711
Doxazosin 2mg tablets,0.3136936896324837
Buscopan 10mg tablets (Boehringer Ingelheim Ltd),0.3134689757183311
Chronic rhinitis NOS,0.31245241995477807
Cervical spine ankylosis,0.31245241995477807
Psoriatic arthropathy NOS,0.31245241995477807
Hearing loss,0.31245241995477807
Cervical spondylosis with radiculopathy,0.31245241995477807
Actinic keratosis,0.31109650005140704
Mirabegron 25mg modified-release tablets,0.30930317125919116
Tildiem LA 200 capsules (Sanofi),0.3090575121369863
Valsartan 160mg capsules,0.308894623965175
Humalog 100units/ml solution for injection 3ml cartridges...,0.30527107389648467
Otomize ear spray (Teva UK Ltd),0.30432208437897923
Aymes Complete liquid banana (Aymes International Ltd),0.3021092022975702
Tramadol 50mg modified-release tablets,0.3021092022975702
Aymes Complete liquid strawberry (Aymes International Ltd),0.3021092022975702
Co-codamol 30mg/500mg tablets,0.30055835846830253
"Hux D3 20,000unit capsules (Huxley Europe Ltd)",0.2979266076294641
Tabphyn MR 400microgram capsules (ProStrakan Ltd),0.2975491778719042
Midodrine 5mg tablets,0.2963109463481936
Zoladex 3.6mg implant SafeSystem pre-filled syringes (Ast...,0.2963109463481936
Desmopressin 10micrograms/dose nasal spray,0.2962675488490636
Humatrope 6mg powder and solvent for solution for injecti...,0.2962675488490636
Paracetamol 500mg capsules,0.2939767759485167
Pramipexole 180microgram tablets,0.29270163413817135
Sodium clodronate 800mg tablets,0.29270163413817135
SpeediCath Compact catheter female 12Ch 28582 (Coloplast Ltd),0.29172446743913105
Tafluprost 15micrograms/ml eye drops 0.3ml unit dose pres...,0.28995081708168696
Lithium carbonate 400mg modified-release tablets,0.28866277968897863
Sodium picosulfate 5mg/5ml oral solution sugar free,0.28621335424924554
Carmellose 0.5% eye drops,0.28621335424924554
Solifenacin 10mg tablets,0.2847770631953092
Artificial saliva pastilles,0.2845607953151199
Spiriva 18microgram inhalation powder capsules (Boehringer Ingelheim Ltd),0.2845607953151199
Oxycodone 5mg/5ml oral solution sugar free,0.2838733088304113
Spironolactone 100mg tablets,0.28380592204682137
Olecranon bursitis,0.28119045550767474
Lisinopril 2.5mg tablets,0.28113254445890323
Adalat LA 20 tablets (Bayer Plc),0.2787426503485593
Nitromin 400micrograms/dose pump sublingual spray (Teva U...,0.2761257157546114
Nitromin 400micrograms/dose pump sublingual spray (Teva UK Ltd),0.2761257157546114
Hypromellose 0.3% eye drops,0.2729613603040071
Kolanticon gel (Peckforton Pharmaceuticals Ltd),0.2721372153218587
Optive 0.5% eye drops (Allergan Ltd),0.2710981501309071
Peristeen anal irrigation system accessory unit 29122 (Co...,0.26752370188477836
Transtec 52.5micrograms/hour transdermal patches (Napp Ph...,0.26752370188477836
SpeediCath Compact catheter male one size (12-18Ch) 28692...,0.26752370188477836
Daktarin Aktiv 0.16% spray powder (McNeil Products Ltd),0.2658875031496685
Canesten Combi 500mg pessary and 2% cream (Bayer Plc),0.2657932358672276
Hibiscrub 4% solution (Molnlycke Health Care Ltd),0.2657083776827999
Methenamine hippurate 1g tablets,0.2657083776827999
Doxadura XL 4mg tablets (Discovery Pharmaceuticals),0.2657083776827999
Micolette Micro-enema 5ml (Wockhardt UK Ltd),0.2657083776827999
Lercanidipine 10mg tablets,0.26423945067974053
Co-codamol 30mg/500mg capsules,0.26185113162780604
Lacidipine 2mg tablets,0.26185113162780604
Leg ulcer NOS,0.26130933584924626
Aquacel dressing 5cm x 5cm square (ConvaTec Ltd),0.26130933584924626
OxyNorm 10mg capsules (Napp Pharmaceuticals Ltd),0.26093151512881957
Adcal-D3 750mg/200unit caplets (Kyowa Kirin Ltd),0.2581832577096199
Transient ischaemic attack,0.2564449253816383
Risperdal 500microgram tablets (Janssen-Cilag Ltd),0.2561464083966879
Clindamycin 75mg capsules,0.25516788811951646
Hydrocortisone 0.5% cream,0.25340291955155375
Co-codamol 30mg/500mg caplets (A A H Pharmaceuticals Ltd),0.2505943291935687
Gliclazide 80mg tablets,0.24774659818701728
Tramadol 200mg modified-release tablets,0.2475716771197783
Hydrocortisone 1% cream,0.2470401473984225
Other Attachment letter,0.2448387057265803
Sitagliptin 100mg tablets,0.24339522620960263
Ciprofloxacin 500mg tablets,0.2432239787628165
Clenil Modulite 200micrograms/dose inhaler (Chiesi Ltd),0.24098305046440416
Ezetimibe 10mg tablets,0.23769239709858137
Paracetamol 500mg tablets,0.23326599681252436
Methotrexate 2.5mg tablets,0.2283447181864119
Viazem XL 180mg capsules (Thornton & Ross Ltd),0.22767534310775472
Co-codamol 30mg/500mg effervescent tablets,0.2263894562103621
Simpla S2 non-drainable night drainage bag 320902 2litre ...,0.22414384354741212
Developing a treatment plan,0.22186803384766823
Treatment plan,0.22186803384766823
Skin tag,0.22067919407622938
Atorvastatin 20mg tablets,0.21689442435659967
Bezalip Mono 400mg modified-release tablets (Teva UK Ltd),0.2143745173802274
Pravastatin 20mg tablets,0.2128483865220221
Betamethasone valerate 0.1% lotion,0.2128460130917804
Sticky eye,0.2128460130917804
Chloramphenicol 0.5% eye drops,0.2128460130917804
Motor vehicle traffic accidents (MVTA),0.2128460130917804
GPPAQ hrs in last wk spent gardening/DIY-1hr but less than 3hrs,0.2125568767747994
Sildenafil 100mg tablets,0.21097155194364836
Co-amilofruse 2.5mg/20mg tablets,0.2086294912853317
Paroxetine 10mg tablets,0.20772635857278998
GPPAQ usual level of walking pace - slow,0.20719275998933234
Movelat cream (Thornton & Ross Ltd),0.20677788910859285
Dermovate 0.05% ointment (GlaxoSmithKline UK Ltd),0.2057969340869654
Elocon 0.1% ointment (Merck Sharp & Dohme Ltd),0.2057969340869654
Naproxen 500mg tablets,0.20472416308989927
Cutimed Protect cream (BSN medical Ltd),0.20065537335234845
Coracten XL 30mg capsules (UCB Pharma Ltd),0.20047931243529782
Bezafibrate 400mg modified-release tablets,0.1998408805862495
Perindopril erbumine 8mg tablets,0.1993804146507614
Telmisartan 20mg tablets,0.1964598935730725
Algesal cream (Thornton & Ross Ltd),0.1945132166296184
Estradiol 0.06% gel (750microgram per actuation),0.19341181728586332
Glucophage SR 500mg tablets (Merck Serono Ltd),0.19322382558264956
Tizanidine 4mg tablets,0.1930388020273469
Clobetasone 0.05% ointment,0.1929352683594666
Systane Balance eye drops (Alcon Laboratories (UK) Ltd),0.19268005189144932
Citalopram 20mg tablets,0.19219342649991944
GPPAQ hrs last wk spent house work/child care-1hr less than 3hrs,0.19104026527998874
NHS Health Check invitation first letter,0.19003290344165247
"Nystan 100,000units/ml oral suspension (ready mixed) (Bri...",0.18742747196854848
Adalat LA 60 tablets (Bayer Plc),0.18700624611452954
Fesoterodine 8mg modified-release tablets,0.1870062461145295
Candesartan 4mg tablets,0.18668854296903264
Promazine 50mg/5ml oral solution,0.18645892083283377
Felodipine 2.5mg modified-release tablets,0.1825105364804649
Humalog KwikPen 100units/ml solution for injection 3ml pr...,0.1818675351787281
Finasteride 5mg tablets,0.17879932373100343
Piriformis syndrome,0.1745768187228274
Nifedipine 10mg modified-release capsules,0.17457681872282738
Metrogel 0.75% gel (Galderma (UK) Ltd),0.1745584072898885
Varicose veins of the legs,0.1745500844472494
Heparinoid 0.3% cream,0.1745500844472494
Avamys 27.5micrograms/dose nasal spray (GlaxoSmithKline U...,0.17420514125575004
Dovobet gel (LEO Pharma),0.17338566686528895
Pityriasis capitis - dandruff,0.16771823583159545
Betamethasone 0.1% foam,0.16771823583159545
Cardicor 1.25mg tablets (Merck Serono Ltd),0.16771823583159545
Naproxen 500mg gastro-resistant tablets,0.166814085842662
Acute eczematoid otitis extern,0.16160449147638487
Cellulitis and abscess of finger,0.16160449147638487
Otitis externa NOS,0.16160449147638487
Balneum Plus cream (Almirall Ltd),0.15814698368306568
Zerocream (Thornton & Ross Ltd),0.15322647514210475
Procyclidine 5mg tablets,0.1527491991359914
Warfarin 1mg tablets,0.15194536267264613
Glyceryl trinitrate 300microgram sublingual tablets,0.15173976230350353
Quetiapine 300mg tablets,0.15074154565613934
Betnovate 0.1% cream (GlaxoSmithKline UK Ltd),0.1475934371095935
Metformin 750mg modified-release tablets,0.14733000203329083
Trospium chloride 60mg modified-release capsules,0.1413556282819587
Rupture subscapularis tendon,0.13907155826738568
Rupture supraspinatus tendon,0.13907155826738568
Supraspinatus tendonitis,0.13907155826738568
Zeroderm ointment (Thornton & Ross Ltd),0.13750267706611707
Diclomax SR 75mg capsules (Galen Ltd),0.13680179137441933
Lipitor 40mg tablets (Pfizer Ltd),0.13680179137441933
Alogliptin 25mg tablets,0.13680179137441933
Optive Fusion 0.1% eye drops (Allergan Ltd),0.13557123374054628
Fenofibrate micronised 200mg capsules,0.13557123374054628
Pregabalin 150mg capsules,0.130040427314698
Methylprednisolone acetate 40mg/1ml suspension for injection vials,0.11903327115722594
Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler,0.117891507547072
Levothyroxine sodium 50microgram capsules,0.11721005650120442
Metformin 500mg tablets,0.11652779154475112
Alogliptin 12.5mg tablets,0.11392603189962036
Levetiracetam 250mg tablets,0.11370786533653832
Choice appointment letter sent,0.11283199628853724
Buprenorphine 5micrograms/hour transdermal patches,0.11283199628853724
Activa class I below knee stocking circular knit standard...,0.11199068908919628
Lithium carbonate 200mg modified-release tablets,0.10810154999196059
Baclofen 10mg tablets,0.10450310548819519
Lyrica 75mg capsules (Pfizer Ltd),0.10353759847510369
[D]Rash and other nonspecific skin eruption NOS,0.10329398370891661
Miconazole 2% cream,0.10329398370891661
[X]Depressive episode,0.10329398370891661
"Acute meniscal tear, medial",0.10177058129963028
Adalat LA 60mg tablets (Bayer Plc),0.10079744542971991
Stalevo 100mg/25mg/200mg tablets (Orion Pharma (UK) Ltd),0.10047136904630154
Rivastigmine 1.5mg capsules,0.10047136904630154
Atorvastatin 40mg tablets,0.10019026469836029
Captopril 25mg tablets,0.09702708412812588
Promethazine hydrochloride 25mg tablets,0.09699770205831168
Gaviscon Advance oral suspension aniseed (Reckitt Benckiser Healthcare (UK) Ltd),0.09655947518188933
Fracture of pubis,0.09655947518188933
Contour TS testing strips (Bayer Diagnostics Manufacturing Ltd),0.09655947518188933
Contour testing strips (Bayer Diagnostics Manufacturing Ltd),0.09655947518188933
Prednisolone 1mg tablets,0.09011783785904415
Insuman Basal 100units/ml suspension for injection 3ml pr...,0.08969781238195412
Diazepam 2mg tablets,0.0841050454350033
Donepezil 5mg tablets,0.08410483731192243
Venostasis retinopathy,0.08410483731192243
Alphosyl 2 in 1 shampoo (Omega Pharma Ltd),0.06871976460901026
Aspirin 75mg gastro-resistant tablets,0.06718389220044063
Tramadol 50mg modified-release capsules,0.06588519768100498
Calcichew D3 Forte chewable tablets (Takeda UK Ltd),0.06383033073517674
Cervicalgia - pain in neck,0.05889426190411197
Spasmodic torticollis,0.05889426190411197
Hydromol 2.5% cream (Alliance Pharmaceuticals Ltd),0.056822522854268476
Robaxin 750 tablets (Almirall Ltd),0.05517206553852677
Ramipril 10mg capsules,0.0551291312862916
Capsaicin 0.075% cream,0.05333384806954624
Terbutaline 500micrograms/dose dry powder inhaler,0.05333384806954624
Zolmitriptan 2.5mg tablets,0.05333384806954624
Peptac liquid peppermint (Teva UK Ltd),0.052893243440508386
"Back pain, unspecified",0.04831796973682756
Shingles,0.04756287805172965
Propranolol 80mg tablets,0.047306594401247626
Chlordiazepoxide 5mg capsules,0.047306594401247626
Dosulepin 25mg capsules,0.047306594401247626
Calceos 500mg/400unit chewable tablets (Galen Ltd),0.047306594401247626
Paronychia,0.0466455711712177
CoAprovel 300mg/12.5mg tablets (Sanofi),0.045947709356827654
Qvar 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd),0.04214861745164622
Hydroxyzine 25mg tablets,0.04206965441444005
Seretide 50 Evohaler (GlaxoSmithKline UK Ltd),0.04183027890654531
Naproxen 250mg tablets,0.04168535544700569
Fenbid Forte 10% gel (AMCo),0.0330083086080899
Aceclofenac 100mg tablets,0.0314106057378829
Prochlorperazine 3mg buccal tablets,0.03139010905153472
Sustanon 250mg/1ml solution for injection ampoules (Aspen Pharma Trading Ltd),0.03136407060298663
Tears Naturale eye drops (Novartis Pharmaceuticals UK Ltd),0.031304527133589666
Nitrofurantoin 100mg capsules,0.031245205518442454
Morphine 10mg tablets,0.028067955551977535
Verapamil 240mg modified-release capsules,0.02780405205506095
Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry ...,0.026599471688998566
Sterimar 31.8% isotonic nasal spray (Church & Dwight UK Ltd),0.026495675390462693
OxyContin 5mg modified-release tablets (Napp Pharmaceutic...,0.026495675390462693
Depo-Medrone 40mg/1ml suspension for injection vials (Pfi...,0.024518056810554967
Choroidal neovascular membrane,0.0232865103588068
Pathological myopia,0.0232865103588068
Lisinopril 20mg tablets,0.022992966590288044
Saliveze mouth spray (Wyvern Medical Ltd),0.02248779198226014
Morphine 15mg modified-release tablets,0.02109799687784105
Exemestane 25mg tablets,0.020654673528807788
GPPAQ hrs last wk spent physical exercise-1hr but less than 3hrs,0.01846891593552824
Aspirin 75mg dispersible tablets,0.017218587590762335
Cetraben cream (Thornton & Ross Ltd),0.016641994638018964
Welland FreeStyle Vie flushable colostomy bag with Dual C...,0.014994512561558149
Nitrazepam 5mg tablets,0.013741018162819474
Fostair 100micrograms/dose / 6micrograms/dose inhaler (Ch...,0.007382667267979315
Morphine 30mg modified-release tablets,0.006707965258372668
Paracetamol 500mg / Dihydrocodeine 20mg tablets,0.006707965258372668
Glycopyrronium bromide 1mg tablets,0.006263515675795861
Ebixa 20mg tablets (Lundbeck Ltd),0.002538376742521336
Bimatoprost 300micrograms/ml eye drops 0.4ml unit dose pr...,0.0021759085959415225
Multiclix lancets 0.3mm/30gauge (Roche Diagnostics Ltd),0.0015664558784811433
Instillagel gel (CliniMed Ltd),0.0012597091306458174
ProSys non-drainable night drainage bag P2 2litre (CliniS...,0.0012597091306458174
Lidocaine 100mg/5ml (2%) solution for injection ampoules,0.0
Irritable bowel syndrome,0.0
Anusol ointment (McNeil Products Ltd),0.0
Microlet lancets 0.5mm/28gauge (Bayer Diagnostics Manufac...,0.0
Swelling of eyelid,0.0
MSG:Osteoporosis,0.0
[D]Malaise,0.0
[D]Abdominal cramps,0.0
Nova Mini colostomy bag 803-25 25mm Opaque (Dansac Ltd),0.0
Brillant AquaFlate all silicone catheter female 14Ch DA21...,0.0
Epilim 500 gastro-resistant tablets (Sanofi),0.0
Rewisca 150mg capsules (Consilient Health Ltd),0.0
Fluticasone propionate 50micrograms/dose nasal spray,0.0
Acute bronchitis,0.0
Codeine 30mg tablets,0.0
Avanafil 200mg tablets,0.0
Champix 1mg tablets (Pfizer Ltd),0.0
Nasonex 50micrograms/dose nasal spray (Merck Sharp & Dohme Ltd),0.0
Evorel 50 patches (Janssen-Cilag Ltd),0.0
Neuropathic pain,0.0
Stemetil 5mg tablets (Sanofi),0.0
Melolin dressing 10cm x 10cm (Smith & Nephew Healthcare Ltd),0.0
Diltiazem 90mg modified-release tablets,0.0
Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets,0.0
Brimonidine 0.2% eye drops,0.0
Corns,0.0
Lipodermatosclerosis,0.0
Zolmitriptan 5mg/0.1ml nasal spray unit dose,0.0
"Pro D3 1,000unit capsules (Synergy Biologics Ltd)",0.0
Impaired glucose tolerance,0.0
Trandolapril 4mg capsules,0.0
Diclofenac sodium 100mg modified-release tablets,0.0
[D]Appetite loss,0.0
Febuxostat 80mg tablets,0.0
Rheumatoid arthritis of shoulder,0.0
Hypercholesterolaemia,0.0
Imuran 50mg tablets (Aspen Pharma Trading Ltd),0.0
Pentasa 500mg modified-release tablets (Ferring Pharmaceu...,0.0
Naftidrofuryl 100mg capsules,0.0
Memory address recall: errors:,0.0
Ileodress ileostomy bag standard S833 32mm Opaque (ConvaT...,0.0
Lipoma,0.0
Test request : Thyroid Function Test,0.0
Glytrin 400micrograms/dose aerosol sublingual spray (Aspi...,0.0
"Pelican Select convex ileostomy bag with filter, standard...",0.0
Plantar fasciitis,0.0
Easyhaler Beclometasone 200micrograms/dose dry powder inh...,0.0
Metanium Nappy Rash ointment (Thornton & Ross Ltd),0.0
Adverse reaction to Co-Codamol 8/500,0.0
TRUEone testing strips (Nipro Diagnostics (UK) Ltd),0.0
Almotriptan 12.5mg tablets,0.0
Epilepsy,0.0
Etodolac 600mg modified-release tablets,0.0
Spondylosis NOS,0.0
"SenSura Soft Seal Multichamber convex urostomy bag, maxi ...",0.0
Aciclovir 800mg tablets,0.0
Ephedrine 0.5% nasal drops,0.0
Revaxis vaccine suspension for injection 0.5ml pre-filled...,0.0
Fracture of humerus,0.0
Uniroid HC ointment (Chemidex Pharma Ltd),0.0
Nail deformity,0.0
Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets,0.0
Depakote 500mg gastro-resistant tablets (Sanofi),0.0
Betamethasone 0.1% ear/eye/nose drops,0.0
Knee osteoarthritis NOS,0.0
Diffuse idiopathic skeletal hyperostosis,0.0
Toe pain,0.0
Tramadol 200mg modified-release capsules,0.0
Epilim 200mg/5ml liquid (Sanofi),0.0
Senna 15mg tablets,0.0
Salbutamol 5mg/2.5ml nebuliser liquid unit dose Steripoul...,0.0
"Complete tear, shoulder joint",0.0
Sumatriptan 50mg tablets,0.0
Venlalic XL 225mg tablets (DB Ashbourne Ltd),0.0
Vitamin B12 deficiency,0.0
Gastritis unspecified,0.0
Degeneration of lumbar spine,0.0
Acquired clavicle deformity,0.0
"Closed fracture radius and ulna, distal",0.0
Buspirone 10mg tablets,0.0
Ropinirole 8mg modified-release tablets,0.0
Nifedipine 30mg modified-release capsules,0.0
Minims artificial tears 0.44% eye drops 0.5ml unit dose (...,0.0
MucoClear 6% inhalation solution 4ml ampoules (Pari Medic...,0.0
Gliclazide 60mg modified-release tablets,0.0
Ganfort 0.3mg/ml / 5mg/ml eye drops 0.4ml unit dose (Alle...,0.0
Mupirocin 2% cream,0.0
Methotrexate 10mg tablets,0.0
Ketoprofen 200mg modified-release capsules,0.0
Calcichew D3 chewable tablets (Forum Health Products Ltd),0.0
Betamethasone valerate 0.1% scalp application,0.0
Pholcodine 5mg/5ml linctus sugar free,0.0
"Osteoarthritis NOS, of shoulder",0.0
Estradiol 10microgram pessaries,0.0
Cozaar-Comp 50mg/12.5mg tablets (Merck Sharp & Dohme Ltd),0.0
Mometasone 0.1% ointment,0.0
[X]Other chronic pain,0.0
Alcohol intake,0.0
Emcor LS 5mg tablets (Merck Serono Ltd),0.0
Tolterodine 2mg tablets,0.0
Meibomian cyst infected,0.0
Sinemet Plus 25mg/100mg tablets (Merck Sharp & Dohme Ltd),0.0
Chest infection,0.0
[RFC] Total knee replacement,0.0
Rozex 0.75% cream (Galderma (UK) Ltd),0.0
Aveeno lotion (Johnson & Johnson Ltd),0.0
Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler,0.0
Adizem-XL 180mg capsules (Napp Pharmaceuticals Ltd),0.0
Difflam Oral Rinse 0.15% solution (Meda Pharmaceuticals Ltd),0.0
Viscotears 2mg/g liquid gel (Alcon Laboratories (UK) Ltd),0.0
Temporal lobe epilepsy,0.0
Terbinafine 1% cream,0.0
Clotrimazole 1% cream,0.0
Fracture at wrist and hand level,0.0
Mucogel oral suspension (Chemidex Pharma Ltd),0.0
Glutafin gluten free pasta macaroni penne (Dr Schar UK Ltd),0.0
Bonjela Original gel (Reckitt Benckiser Healthcare (UK) Ltd),0.0
Sylk vaginal moisturiser (Sylk Ltd),0.0
Allevyn Adhesive dressing 7.5cm x 7.5cm square (Smith & N...,0.0
Co-proxamol 32.5mg/325mg tablets,0.0
Qvar 50 Autohaler (Teva UK Ltd),0.0
Ipratropium bromide 500micrograms/2ml nebuliser liquid un...,0.0
Lower resp tract infection,0.0
[D]Respiratory arrest,0.0
Boil NOS,0.0
Malignant neoplasm of prostate,0.0
Anxiety state NOS,0.0
"BD Micro-Fine + lancets 0.3mm/30gauge (Becton, Dickinson UK Ltd)",0.0
Daytime cough,0.0
ReplensMD vaginal moisturiser (Church & Dwight UK Ltd),0.0
Fenofibrate micronised 267mg capsules,0.0
Ventolin 5mg Nebules (GlaxoSmithKline UK Ltd),0.0
E45 Itch Relief cream (Forum Health Products Ltd),0.0
Aciclovir 400mg tablets,0.0
Sharpsafe Container 1 litre,0.0
Stilnoct 10mg tablets (Sanofi),0.0
Tendonitis NOS,0.0
Nuvelle Continuous tablets (Bayer Plc),0.0
Acarbose 50mg tablets,0.0
Adverse reaction to Codeine Phosphate,0.0
[D]Loss of voice,0.0
[RFC] Travel advice,0.0
Alfacalcidol 1microgram capsules,0.0
Impaired fasting glycaemia,0.0
Carmellose 1% eye drops 0.4ml unit dose preservative free,0.0
Flurbiprofen 50mg tablets,0.0
EarCalm 2% spray (Forest Laboratories UK Ltd),0.0
Melolin dressing 20cm x 10cm (Smith & Nephew Healthcare Ltd),0.0
MucoClear 6% inhalation solution 4ml ampoules (Pari Medical Ltd),0.0
Promethazine hydrochloride 10mg tablets,0.0
Tolterodine 2mg modified-release capsules,0.0
Tinea,0.0
BuTrans 20micrograms/hour transdermal patches (Napp Pharm...,0.0
NovoMix 30 FlexPen 100units/ml suspension for injection 3...,0.0
Oxazepam 15mg tablets,0.0
Lichen sclerosus et atrophicus,0.0
Right sided CVA,0.0
Eprosartan 600mg tablets,0.0
[D]Groin pain,0.0
Itraconazole 100mg capsules,0.0
"[D]Lump, localized and superficial",0.0
Other abnormal uterine and vaginal bleeding,0.0
Matrifen 50micrograms/hour transdermal patches (Teva UK Ltd),0.0
Myositis unspecified,0.0
Oxycodone 10mg capsules,0.0
Mini-Wright peak flow meter standard range 3103388 (Clement Clarke International Ltd),0.0
Matrifen 75micrograms/hour transdermal patches (Teva UK Ltd),0.0
[D]Raised blood pressure reading,0.0
Vardenafil 20mg tablets,0.0
Weber type C fracture,0.0
Empagliflozin 10mg tablets,0.0
Dapsone 50mg tablets,0.0
Unilet ComforTouch lancets 0.375mm/28gauge (Owen Mumford ...,0.0
Arthrotec 75 gastro-resistant tablets (Pfizer Ltd),0.0
One-Alpha 1microgram capsules (LEO Pharma),0.0
Monomil XL 60mg tablets (Teva UK Ltd),0.0
Hip arthritis NOS,0.0
Zostavax vaccine powder and solvent for suspension for in...,0.0
Test request : Full Blood Count,0.0
Test request : Liver Function Tests,0.0
Dicloflex 25mg gastro-resistant tablets (Dexcel-Pharma Ltd),0.0
Quinsy,0.0
NiQuitin 7mg patches (GlaxoSmithKline Consumer Healthcare),0.0
Dermatology referral,0.0
Topiramate 25mg tablets,0.0
Enalapril 20mg tablets,0.0
Tamsulosin 400microgram modified-release tablets,0.0
Pain in joint - arthralgia,0.0
Fexofenadine 180mg tablets,0.0
Corsodyl 0.2% mouthwash alcohol free (GlaxoSmithKline Con...,0.0
Easyhaler Salbutamol sulfate 200micrograms/dose dry powde...,0.0
Sodium chloride 0.9% nebuliser liquid 2.5ml unit dose vials,0.0
Fenofibrate micronised 67mg capsules,0.0
Simple linctus,0.0
Picato 150micrograms/g gel (LEO Pharma),0.0
Stage 1 hypertension,0.0
Salbutamol 100micrograms/dose breath actuated inhaler CFC...,0.0
Imdur 60mg modified-release tablets (AstraZeneca UK Ltd),0.0
Alfuzosin 10mg modified-release tablets,0.0
Gastric ulcer - (GU),0.0
TRUEplus lancets 0.195mm/33gauge (Nipro Diagnostics (UK) ...,0.0
Easyhaler Salbutamol sulfate 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd),0.0
"Hepatitis A vaccine (inactivated, adsorbed) emulsion for ...",0.0
Pulmonary embolism,0.0
Phenobarbital 30mg tablets (Teva UK Ltd),0.0
Anbesol Adult Strength gel (Alliance Pharmaceuticals Ltd),0.0
Anusol ointment (Church & Dwight UK Ltd),0.0
Recurrent UTI,0.0
Cholurso 250mg tablets (HFA Healthcare Products Ltd),0.0
Memory: Months backwards: errors,0.0
Hirudoid 0.3% cream (Genus Pharmaceuticals Ltd),0.0
"Colecalciferol 1,000unit capsules",0.0
Spinal plexus injury,0.0
Co-Diovan 80mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd),0.0
Allergic reaction,0.0
Nortriptyline 25mg tablets,0.0
Pityriasis versicolor,0.0
Hyperparathyroidism,0.0
Zolmitriptan 5mg orodispersible tablets sugar free,0.0
Oxybutynin 5mg tablets,0.0
Pentasa 2g modified-release granules sachets (Ferring Pha...,0.0
Fucibet cream (LEO Pharma),0.0
Sodium valproate 200mg gastro-resistant tablets,0.0
Fluvastatin 40mg capsules,0.0
Folliculitis,0.0
Supralip 160mg tablets (Mylan Ltd),0.0
Paracetamol 500mg/5ml oral suspension sugar free,0.0
Xylocaine 2% with Adrenaline 100micrograms/20ml (1 in 200...,0.0
Incruse Ellipta 55micrograms/dose dry powder inhaler (Gla...,0.0
Ranitidine 150mg tablets,0.0
Pelican Release non-sting adhesive remover aerosol 130460...,0.0
Tegretol Prolonged Release 200mg tablets (Novartis Pharma...,0.0
Arthralgia of knee,0.0
Mezavant XL 1200mg tablets (Shire Pharmaceuticals Ltd),0.0
Trosyl 283mg/ml nail solution (Pfizer Ltd),0.0
Dexamethasone 0.1% eye drops,0.0
MigraMax oral powder sachets (Zentiva),0.0
Simpla S2 non-drainable night drainage bag 320902 2litre (Coloplast Ltd),0.0
[D]Anterior chest wall pain,0.0
Flucloxacillin 250mg capsules,0.0
Fucidin 20mg/g cream (LEO Pharma),0.0
Acidex Advance oral suspension aniseed (Pinewood Healthcare),0.0
Benign neoplasm soft tissue of cervical spine,0.0
Ulcer of oesophagus,0.0
Hydroxyzine 10mg tablets,0.0
Caverject 40microgram powder and solvent for solution for...,0.0
Scheriproct suppositories (Bayer Plc),0.0
Golfer's elbow,0.0
Phenergan 25mg tablets (Sanofi),0.0
Calcichew D3 1000mg/800unit Once Daily chewable tablets (...,0.0
HydroSil Silicone Hydrophilic Personal catheter female 12...,0.0
Protopic 0.1% ointment (Astellas Pharma Ltd),0.0
Lofepramine 70mg tablets,0.0
Dog bite,0.0
Metronidazole 0.75% gel,0.0
[D]Loss of consciousness,0.0
Obesity,0.0
Gaviscon Double Action Liquid peppermint (Reckitt Benckis...,0.0
FreeStyle lancets 0.5mm/28gauge (Abbott Laboratories Ltd),0.0
Permeable non-woven synthetic adhesive tape BP 1988 5cm,0.0
Volsaid Retard 100 tablets (Chiesi Ltd),0.0
"Hepatitis A vaccine (inactivated, adsorbed) emulsion for injection 0.5ml pre-filled syringes",0.0
Codeine 15mg/5ml linctus sugar free,0.0
Colecalciferol 800unit capsules,0.0
Micralax Micro-enema 5ml (Focus Pharmaceuticals Ltd),0.0
Fracture of neck of femur,0.0
Maxitram SR 50mg capsules (Chiesi Ltd),0.0
Moderate chronic obstructive pulmonary disease,0.0
"Typhoid vaccine (live, oral, strain ty21a) gastro-resistant capsules",0.0
Verapamil 240mg modified-release tablets (Kent Pharmaceut...,0.0
Codeine 60mg tablets,0.0
Venlafaxine 75mg tablets,0.0
Temgesic 200microgram sublingual tablets (RB Pharmaceuticals Ltd),0.0
Fosinopril 20mg tablets,0.0
Amlostin 5mg tablets (Discovery Pharmaceuticals),0.0
Nortriptyline 10mg tablets,0.0
Solaraze 3% gel (Almirall Ltd),0.0
MST Continus 100mg tablets (Napp Pharmaceuticals Ltd),0.0
Ear pain,0.0
Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices,0.0
Diclofenac sodium 75mg gastro-resistant / Misoprostol 200...,0.0
